100,116.45197,39.95929
10006,116.41161,39.96874
1001,116.44035,39.96117
10011,116.44195,39.96049
10014,116.44187,39.96059
10021,116.45171,39.95946
10028,116.4518,39.95957
1003,116.45047,39.95832
1003,116.44243,39.96048
1003,116.41444,39.96793
10035,116.45172,39.95951
10035,116.41161,39.96864
10039,116.41505,39.96787
1004,116.44496,39.95998
10041,116.41606,39.96761
10050,116.41155,39.96875
10052,116.44258,39.96041
10060,116.4413,39.96079
10062,116.43253,39.96306
10066,116.41165,39.96907
10066,116.41535,39.96774
10070,116.41175,39.96894
10070,116.4144,39.96804
10073,116.45215,39.95777
10073,116.45215,39.95777
10075,116.42587,39.9694
10076,116.45126,39.95983
10076,116.44193,39.96069
10077,116.44051,39.96114
10079,116.44038,39.96118
10081,116.44915,39.95862
10081,116.44915,39.95862
10081,116.44454,39.96009
10085,116.43313,39.96969
10086,116.44179,39.96079
10086,116.45276,39.95886
10089,116.41459,39.96805
1009,116.41429,39.96795
1009,116.41429,39.96795
10091,116.44145,39.96082
10091,116.41564,39.96768
10094,116.44233,39.96042
10095,116.44231,39.9606
10102,116.44267,39.9605
10104,116.44279,39.96031
10111,116.42037,39.96923
10113,116.41173,39.9687
10113,116.44279,39.96026
10113,116.44413,39.96478
10113,116.44413,39.96478
10114,116.41154,39.96866
10114,116.44118,39.96082
10114,116.44905,39.95883
10119,116.44241,39.96038
10119,116.44241,39.96038
10121,116.41326,39.9682
10122,116.41316,39.96818
10122,116.44102,39.9609
10122,116.44509,39.96411
10125,116.44212,39.96051
10125,116.44212,39.96051
10125,116.44146,39.96642
10126,116.44056,39.96114
10126,116.44867,39.95867
10126,116.44867,39.95867
10126,116.4486,39.9587
1013,116.44926,39.95882
1013,116.44197,39.96048
10132,116.4513,39.95971
10132,116.44018,39.96096
10141,116.43254,39.96318
10149,116.41459,39.96804
10149,116.44016,39.96108
10152,116.41153,39.96908
10154,116.41166,39.9689
10154,116.44208,39.96074
10154,116.41151,39.96913
10155,116.41542,39.96774
10159,116.41055,39.96891
10161,116.45031,39.95826
10167,116.41147,39.96898
10169,116.41148,39.96873
10169,116.41162,39.96878
10171,116.4409,39.96104
10171,116.44012,39.96098
10175,116.44202,39.9606
10175,116.44178,39.96071
10178,116.44032,39.9611
10178,116.41177,39.96858
10178,116.44033,39.96106
10178,116.44934,39.95875
10178,116.45156,39.9596
10178,116.44018,39.96103
10178,116.43839,39.9684
10179,116.41494,39.9678
10179,116.41545,39.96759
10180,116.41456,39.9679
10184,116.41158,39.96879
10188,116.41593,39.96767
10191,116.44122,39.96647
10191,116.44123,39.96648
10193,116.44192,39.96066
10193,116.41435,39.96787
10193,116.41154,39.96912
10194,116.41146,39.96887
10195,116.41399,39.96803
10196,116.43248,39.96312
10197,116.41178,39.96912
10197,116.41178,39.96912
10197,116.44414,39.96449
10197,116.44014,39.96109
10199,116.41861,39.96916
10199,116.44509,39.95966
102,116.44002,39.96102
10201,116.41482,39.96789
10201,116.41191,39.96859
10201,116.41191,39.96859
10204,116.43316,39.9697
10205,116.4489,39.9586
10206,116.4425,39.96037
10206,116.44247,39.9604
10207,116.41601,39.96758
10207,116.41601,39.96758
10213,116.44893,39.95867
10213,116.42968,39.96389
10213,116.42968,39.96389
10213,116.41535,39.96761
10215,116.41166,39.96897
10216,116.41438,39.96805
10216,116.42514,39.96519
10218,116.41182,39.96866
1022,116.44237,39.96047
1022,116.44237,39.96047
1022,116.45027,39.95825
10225,116.41541,39.9678
10225,116.415,39.96785
10227,116.42526,39.96934
10228,116.4402,39.96117
10230,116.4407,39.96113
10230,116.45129,39.95992
10230,116.41868,39.96688
10232,116.4152,39.9677
10232,116.44742,39.96239
10234,116.45131,39.95998
1024,116.41149,39.96913
1024,116.41149,39.96913
10245,116.44952,39.95879
10247,116.41178,39.96863
10247,116.41867,39.9668
10247,116.41386,39.96811
10248,116.43951,39.96761
10249,116.44018,39.96113
10249,116.41868,39.9668
10249,116.45067,39.95847
10252,116.41152,39.96861
10257,116.41168,39.96884
10273,116.41167,39.96881
10273,116.41167,39.96881
10273,116.41175,39.96914
10274,116.44126,39.9665
10274,116.44126,39.9665
10274,116.44269,39.96038
10274,116.44156,39.96077
10276,116.44109,39.96089
1028,116.41858,39.96925
10281,116.45042,39.95854
10285,116.41429,39.96804
10291,116.44222,39.96056
10291,116.44222,39.96056
10291,116.4512,39.95984
10298,116.41185,39.9686
10300,116.4187,39.96683
10303,116.41419,39.96801
10307,116.44101,39.9666
10309,116.44431,39.95984
10310,116.4403,39.96115
10314,116.44215,39.96057
10317,116.44264,39.96049
10319,116.44131,39.96077
10322,116.41869,39.96675
10322,116.44889,39.95883
10326,116.44211,39.96054
10327,116.41446,39.96805
10328,116.41158,39.96872
10329,116.41145,39.96894
10336,116.4419,39.96056
10336,116.4419,39.96056
1034,116.4407,39.96096
10345,116.41165,39.96869
10351,116.41217,39.96847
10351,116.41173,39.96888
10357,116.44229,39.96062
10357,116.44202,39.96077
1037,116.44149,39.96088
1039,116.44051,39.96097
1040,116.44898,39.95858
1041,116.4153,39.96784
1046,116.41158,39.96907
1047,116.44081,39.96086
1047,116.44911,39.95861
105,116.44223,39.96044
105,116.44911,39.95864
1054,116.41521,39.96765
1054,116.44188,39.96078
1055,116.44114,39.96094
1055,116.45267,39.95793
1056,116.44202,39.96047
1056,116.44097,39.96671
1056,116.44236,39.96046
1057,116.41545,39.96764
1059,116.45189,39.95779
1059,116.44013,39.96102
1059,116.44018,39.96106
1059,116.44018,39.96106
1059,116.44178,39.96068
1059,116.41484,39.96785
1059,116.41405,39.968
1060,116.41428,39.96796
107,116.41858,39.96915
107,116.41167,39.96874
1071,116.41415,39.96804
1073,116.41202,39.96866
1073,116.41202,39.96866
108,116.44933,39.95881
1081,116.43832,39.96842
1083,116.41551,39.96768
1083,116.41551,39.96768
1083,116.41165,39.96904
1085,116.41488,39.96787
1086,116.41158,39.96867
109,116.4118,39.96854
1090,116.44244,39.96048
1090,116.44229,39.96056
1090,116.44031,39.96103
1094,116.45165,39.95963
1103,116.41405,39.96796
1104,116.44203,39.96074
1105,116.4147,39.96795
1105,116.44106,39.96093
1106,116.42964,39.96389
1106,116.44166,39.96606
1106,116.44105,39.96673
1107,116.41163,39.96878
1109,116.4117,39.96882
1111,116.44134,39.96086
1113,116.43275,39.96316
1114,116.44017,39.96096
1114,116.44017,39.96096
1116,116.41191,39.96853
1116,116.41199,39.9685
1116,116.41197,39.96849
1116,116.41107,39.96873
1118,116.4418,39.96054
1118,116.4413,39.96085
1118,116.4413,39.96085
112,116.44021,39.96104
1120,116.45027,39.9583
1121,116.41443,39.96806
1122,116.4147,39.96791
1123,116.41469,39.96801
1123,116.44279,39.96055
1126,116.44215,39.96057
1126,116.44158,39.96068
1127,116.41527,39.96771
1127,116.41527,39.96771
1128,116.44177,39.96066
1128,116.44116,39.96079
113,116.41168,39.96914
113,116.42957,39.96394
113,116.44906,39.95865
113,116.44899,39.95887
113,116.449,39.95887
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44899,39.95884
113,116.44908,39.95884
113,116.42967,39.96401
113,116.41849,39.96911
1131,116.44281,39.96033
1131,116.44218,39.96065
1131,116.41157,39.96909
1131,116.41157,39.96888
1131,116.41159,39.96861
1131,116.41539,39.96767
1131,116.41586,39.96768
1131,116.42964,39.96385
1131,116.44255,39.96035
1131,116.42602,39.96931
1131,116.4489,39.95868
1131,116.41873,39.9669
1131,116.41864,39.96931
1131,116.41174,39.96908
1131,116.41174,39.96908
1131,116.41173,39.96872
1131,116.41173,39.96872
1131,116.41154,39.96866
1131,116.41147,39.96864
1131,116.41147,39.96864
1131,116.41147,39.96864
1131,116.41148,39.96864
1131,116.41161,39.96859
1131,116.41554,39.96776
1131,116.44153,39.96085
1131,116.44215,39.96043
1131,116.41864,39.96914
1131,116.41864,39.96914
1131,116.44933,39.95887
1131,116.44894,39.95867
1131,116.44951,39.95882
1131,116.44899,39.95862
1131,116.44034,39.96104
1131,116.44059,39.96095
1131,116.44129,39.96069
1131,116.45128,39.95985
1131,116.44883,39.95864
1131,116.41593,39.96758
1131,116.44203,39.96046
1131,116.4421,39.96065
1131,116.44429,39.96465
1131,116.44128,39.96079
1131,116.44917,39.95863
1131,116.4514,39.95994
1131,116.45173,39.95942
1131,116.45136,39.95999
1131,116.44921,39.95882
1131,116.44039,39.96093
1131,116.41458,39.96782
1131,116.41865,39.96694
1134,116.42767,39.96954
1135,116.44255,39.96044
1136,116.4402,39.96124
1146,116.44385,39.96002
1148,116.44174,39.96054
115,116.41402,39.96795
115,116.41262,39.96835
115,116.41262,39.96835
1150,116.44707,39.96253
1150,116.4512,39.95976
1150,116.41458,39.96792
1151,116.44255,39.96059
1153,116.44327,39.96026
1153,116.41559,39.96766
1153,116.42952,39.96393
1153,116.42952,39.96393
116,116.41146,39.96914
116,116.44141,39.96087
1161,116.41181,39.96873
1161,116.44127,39.96646
1163,116.44419,39.95988
1163,116.44543,39.95974
1163,116.44445,39.96015
1163,116.44086,39.96093
1163,116.44341,39.96014
1163,116.45146,39.95988
1163,116.44215,39.96068
1171,116.4465,39.96322
1172,116.44423,39.9644
1175,116.44224,39.96068
1176,116.42782,39.96932
1178,116.41184,39.96873
1179,116.41163,39.96858
1179,116.41563,39.96774
118,116.44252,39.9605
1182,116.42964,39.96384
1185,116.45209,39.95774
1185,116.44264,39.9655
1191,116.44124,39.96098
1195,116.4117,39.96856
1195,116.44185,39.96062
1195,116.41181,39.9689
1198,116.45041,39.9582
1199,116.4151,39.96789
1199,116.41157,39.96888
1199,116.44284,39.96025
12,116.41157,39.96905
12,116.41157,39.96905
12,116.41856,39.9693
12,116.41867,39.96689
1202,116.44157,39.96069
1202,116.44283,39.96028
1202,116.44031,39.96109
1204,116.44018,39.96108
1205,116.45543,39.95688
1205,116.45479,39.95762
1209,116.44194,39.96057
121,116.45177,39.95961
121,116.4504,39.95853
121,116.44406,39.96465
1211,116.44153,39.96091
1211,116.43868,39.96832
1211,116.4132,39.96837
122,116.41643,39.96743
1231,116.44032,39.96099
1236,116.4419,39.96081
1239,116.41542,39.96764
1239,116.41542,39.96764
124,116.44168,39.9607
1240,116.45055,39.95842
1241,116.43592,39.96228
1241,116.43592,39.96228
1241,116.44004,39.96117
1243,116.44121,39.96636
1243,116.44121,39.96636
1246,116.41477,39.9679
1246,116.44162,39.96072
1249,116.41154,39.96875
1249,116.45129,39.95979
1256,116.41447,39.96808
1257,116.44167,39.96067
126,116.42947,39.96404
1265,116.44048,39.96111
1267,116.44303,39.9602
1267,116.44288,39.9603
1267,116.4427,39.96042
1267,116.4427,39.96042
1268,116.41851,39.96682
127,116.44943,39.95885
1271,116.41542,39.9677
1273,116.42585,39.96943
1277,116.41512,39.96786
1277,116.4146,39.96783
1277,116.45134,39.96003
1277,116.45041,39.95832
1277,116.45041,39.95832
1277,116.45041,39.95832
1277,116.451,39.95809
1277,116.451,39.95809
1277,116.45099,39.95809
1277,116.45098,39.9581
1277,116.45098,39.95809
1277,116.45097,39.95809
1277,116.45083,39.95814
1277,116.44884,39.95877
1277,116.41444,39.96787
1277,116.4186,39.96923
1277,116.41865,39.9669
1277,116.44162,39.96078
1277,116.45244,39.95794
1277,116.45198,39.95776
1277,116.44441,39.95993
1277,116.44452,39.96001
1277,116.44479,39.95993
1277,116.44439,39.95995
1277,116.44242,39.96048
1277,116.44219,39.96062
1277,116.44117,39.96097
1277,116.44021,39.96098
1277,116.42971,39.96399
1277,116.44102,39.96103
1277,116.44146,39.96073
1277,116.44451,39.96004
1277,116.44722,39.96252
1277,116.44729,39.96247
1277,116.44463,39.96009
1277,116.44449,39.96002
1277,116.44439,39.95993
1277,116.44259,39.96038
1277,116.44211,39.96068
1277,116.4416,39.9606
1277,116.42592,39.9695
1277,116.43565,39.96958
1277,116.44165,39.96064
1277,116.41536,39.96782
1277,116.41161,39.96906
1277,116.4415,39.96084
1277,116.41419,39.96804
1277,116.44019,39.96108
1277,116.44031,39.96116
1277,116.44037,39.96117
1277,116.44051,39.96112
1277,116.44087,39.96094
1277,116.44118,39.96071
1277,116.41484,39.96774
1277,116.41863,39.96924
1277,116.41863,39.96924
1277,116.44192,39.96075
1277,116.41419,39.968
1277,116.4155,39.96759
1277,116.4161,39.96761
1277,116.45189,39.95958
1277,116.44177,39.96066
1277,116.41871,39.96692
1277,116.41441,39.96806
1277,116.41353,39.96809
1277,116.45193,39.95955
1277,116.45128,39.95976
1277,116.41504,39.9679
1278,116.44152,39.96089
1283,116.44036,39.96114
1283,116.44033,39.96098
129,116.44195,39.96071
1291,116.45206,39.95785
1295,116.41177,39.96876
1296,116.44073,39.96112
1299,116.41164,39.96858
130,116.4447,39.96004
130,116.41399,39.96805
1306,116.41166,39.96896
1312,116.42759,39.96935
1315,116.44666,39.95925
1319,116.4276,39.96938
132,116.44947,39.95878
132,116.44905,39.9586
132,116.45143,39.95987
132,116.45147,39.95992
1320,116.44437,39.96008
1320,116.44313,39.96043
1320,116.44052,39.96107
1320,116.4405,39.96117
1320,116.44923,39.95883
1320,116.44028,39.9612
1323,116.44195,39.96055
1325,116.44245,39.9604
1326,116.44428,39.95985
1327,116.42958,39.96387
1329,116.4153,39.96763
133,116.44102,39.96085
1331,116.44209,39.96607
1332,116.41393,39.96798
1333,116.41146,39.96902
1335,116.45192,39.95951
1336,116.44106,39.9609
1336,116.44106,39.9609
1336,116.45022,39.95833
1346,116.44276,39.96031
1351,116.44161,39.96076
1351,116.41353,39.96817
1351,116.44111,39.96648
1353,116.44135,39.96083
1355,116.44902,39.95884
1356,116.45022,39.95839
1356,116.44243,39.96036
1359,116.4405,39.96109
136,116.42588,39.96932
136,116.45562,39.95695
136,116.4542,39.95785
136,116.4542,39.9576
136,116.45505,39.95735
136,116.44075,39.96087
136,116.44442,39.96
136,116.44453,39.95998
136,116.44473,39.95983
136,116.44418,39.96017
136,116.44948,39.9588
136,116.44992,39.9587
136,116.44953,39.95882
136,116.45143,39.95992
136,116.45143,39.95992
1363,116.44008,39.96118
1364,116.42962,39.96392
1367,116.44176,39.96082
1367,116.41426,39.96789
1367,116.44029,39.96105
1367,116.41383,39.96809
1367,116.45043,39.95827
1370,116.44546,39.95988
1370,116.44581,39.95979
1370,116.44249,39.96044
1371,116.44263,39.96036
1371,116.44421,39.96464
1372,116.4189,39.96668
1372,116.41167,39.96898
1372,116.41182,39.9686
1374,116.44225,39.96067
1375,116.44231,39.96058
1375,116.44097,39.96081
1378,116.444,39.95997
1378,116.44413,39.96003
1378,116.44458,39.96002
1378,116.44448,39.9599
1378,116.4115,39.9689
1378,116.41518,39.96787
1378,116.41535,39.96777
1380,116.43251,39.96305
1383,116.41852,39.96683
1383,116.44012,39.96098
1384,116.45178,39.95951
1389,116.44062,39.96105
1389,116.4408,39.96095
