5099,2008-02-04 13:01:54,4538.46457,1512.45085,62.44183,116.3887,39.96238
5099,2008-02-04 13:01:56,6807.69685,1134.61614,242.53274,116.24708,39.90582
5099,2008-02-05 01:14:01,9397.60581,1875.28152,63.62344,116.45583,39.94557
5099,2008-02-05 04:22:27,5842.16919,-507.91952,66.2122,116.40079,39.90666
5099,2008-02-05 08:21:45,52348.07703,46505.90784,71.21278,116.54297,39.90929
5099,2008-02-05 09:58:44,8763.22144,-8716.97112,57.80273,116.41968,39.93359
5099,2008-02-05 12:19:00,10821.67142,1029.22499,49.38538,116.24313,39.84783
5099,2008-02-05 12:45:33,4281.17181,-1308.09992,89.64283,116.46228,39.86075
5099,2008-02-05 14:19:26,1558.33586,154.07073,222.2659,116.46032,39.95747
5099,2008-02-05 15:22:41,3565.45429,709.20186,49.47539,116.36578,39.94575
5099,2008-02-05 19:28:39,38096.86961,34531.41531,60.29904,116.35009,39.92808
5099,2008-02-06 04:09:28,5505.32251,-4655.9353,71.9601,116.39126,39.8655
5099,2008-02-07 00:00:22,6994.85223,297.90594,64.46857,116.33191,39.89385
5099,2008-02-07 04:02:37,6534.05991,-76.79872,66.96933,116.38483,39.89612
5099,2008-02-07 11:24:24,8949.53505,483.09503,63.96168,116.43367,39.93465
5099,2008-02-08 04:10:07,7055.44076,-270.5849,60.49856,116.46657,39.97681
5099,2008-02-08 12:51:12,111.7025,103.39486,344.93958,116.36465,39.85497
5099,2008-02-08 12:51:22,149.96531,126.84758,56.21043,116.36594,39.85529
5099,2008-02-08 13:07:43,12421.52746,4138.11433,270.13817,116.41271,39.85547
5099,2008-02-08 13:42:05,4454.9234,889.78321,269.97784,116.3615,39.87584
5075,2008-02-02 13:48:25,11284.90311,3761.39535,243.06646,116.32242,39.97948
5075,2008-02-02 13:55:00,58688.52168,11737.67025,0.00017,116.32242,39.97953
5075,2008-02-02 15:02:54,8880.04051,8865.91763,289.64856,116.45595,39.93468
5075,2008-02-02 16:55:29,14687.02753,14671.36087,184.26745,116.3109,39.89555
5075,2008-02-02 18:45:01,1383.42232,230.5237,226.16326,116.3553,39.9557
5075,2008-02-02 18:45:05,2075.47963,173.01433,46.11667,116.42555,40.00743
5075,2008-02-02 20:18:09,2634.3132,533.15666,348.40034,116.46897,39.96662
5075,2008-02-03 01:37:19,12635.69489,6316.62795,152.47273,116.46042,39.82556
5075,2008-02-03 04:00:28,4332.57464,-2075.78006,161.16635,116.38925,39.87968
5075,2008-02-04 02:23:45,116.179,106.35622,5.47041,116.3213,39.99121
5075,2008-02-04 02:23:55,96.85686,88.17643,75.36924,116.32226,39.99119
5075,2008-02-04 04:10:34,2311.21792,459.60137,180.0,116.32373,39.92331
5075,2008-02-04 10:22:20,10428.92375,10425.34139,89.96077,116.45516,39.91278
5075,2008-02-04 10:22:24,2615.97306,-1953.23767,270.06371,116.33248,39.91282
5075,2008-02-04 10:55:32,8680.5543,8680.07795,157.35502,116.36802,39.88795
5075,2008-02-04 10:55:36,2170.99034,-1627.39099,337.38345,116.32884,39.96003
5075,2008-02-04 10:55:53,597.07278,298.19207,89.9955,116.34283,39.96013
5075,2008-02-04 10:55:56,398.61675,-66.15201,270.00451,116.3288,39.96013
5075,2008-02-04 13:35:41,6069.52505,3027.44292,169.39286,116.34998,39.91981
5075,2008-02-04 15:07:19,877.82696,-1038.33962,179.97776,116.32384,39.98771
5075,2008-02-04 17:52:15,1696.75017,282.76329,161.92941,116.37608,39.88817
5075,2008-02-04 17:52:19,2545.12525,212.09377,341.95317,116.33907,39.97521
5075,2008-02-04 18:39:31,47.76696,43.30192,87.33116,116.30794,39.98387
5075,2008-02-05 04:16:30,1818.34872,301.8284,134.82664,116.4145,39.9579
5075,2008-02-05 07:03:39,1767.32516,-10.20471,128.55875,116.40494,39.97747
5075,2008-02-05 11:59:22,656.81995,72.66486,90.0101,116.41972,39.91698
5075,2008-02-05 11:59:36,418.70826,-17.00798,270.109,116.35099,39.91706
5075,2008-02-06 08:26:59,11553.09523,1649.65694,152.81917,116.4139,39.79105
5075,2008-02-06 16:02:52,17530.66459,1494.39234,142.9866,116.3901,39.87012
5075,2008-02-06 16:54:30,29794.21871,6131.77706,143.95644,116.30428,39.94325
5075,2008-02-06 23:04:10,23007.62422,-2262.19816,146.78329,116.47251,39.91443
5075,2008-02-08 01:02:03,23507.72136,166.69904,152.90438,116.35786,39.87392
